ParticipantIdentifier,datetime,trial_date,time,duration,keyboard_total_words,keyboard_total_autocorrections,keyboard_total_typing_duration,keyboard_total_emojis,keyboard_total_deletes,keyboard_typing_speed,keyboard_total_pauses,keyboard_total_typing_episodeskeyboard_sentiment_emoji_absolutist,keyboard_sentiment_emoji_down,keyboard_sentiment_emoji_death,keyboard_sentiment_emoji_anxiety,keyboard_sentiment_emoji_anger,keyboard_sentiment_emoji_health,keyboard_sentiment_emoji_positive,keyboard_sentiment_emoji_sad,keyboard_sentiment_emoji_lowEnergy,keyboard_sentiment_emoji_confused,keyboard_sentiment_word_absolutist,keyboard_sentiment_word_down,keyboard_sentiment_word_death,keyboard_sentiment_word_anxiety,keyboard_sentiment_word_anger,keyboard_sentiment_word_health,keyboard_sentiment_word_positive,keyboard_sentiment_word_sad,keyboard_sentiment_word_lowEnergy,keyboard_sentiment_word_confused,keyboard_total_typing_episodes,keyboard_sentiment_emoji_absolutist
c2097f36-4ca3-4537-856d-a649d1557553,2022-10-02 21:33:35-04:00,2022-10-02,21:33:35,,65,9,59,0,30,5.904003037063537,0,,,,,,,,,,,,,,,,,,,,,2.0,
c2097f36-4ca3-4537-856d-a649d1557553,2022-10-01 20:46:59-04:00,2022-10-01,20:46:59,,10,2,11.649681091308594,0,4,3.9486059323325247,0,,,,,,,,,,,,,,,,,,,,,0.0,
c2097f36-4ca3-4537-856d-a649d1557553,2022-10-02 19:16:39-04:00,2022-10-02,19:16:39,,24,3,34,0,19,4.681954951596668,0,,,,,,,,,,,,,,,,,,,,,3.0,
c2097f36-4ca3-4537-856d-a649d1557553,2022-10-02 14:16:17-04:00,2022-10-02,14:16:17,,30,5,34.53154754638672,0,23,4.199058982919819,0,,,,,,,,,,,,,,,,,,,,,1.0,
c2097f36-4ca3-4537-856d-a649d1557553,2022-10-02 14:22:36-04:00,2022-10-02,14:22:36,,36,6,33,1,11,5.077946610705193,0,,,,,,,,,,,,,,,,,,,,,2.0,
fed3a16b-c5a3-4a84-a111-32b7574e04b5,2022-10-01 17:02:54-04:00,2022-10-01,17:02:54,,9,0,10,0,9,5.331857001398136,0,,,,,,,,,,,,,,,,,,,,,2.0,
fed3a16b-c5a3-4a84-a111-32b7574e04b5,2022-10-02 00:43:12-04:00,2022-10-01,00:43:12,,8,0,11,0,8,5.5982666267664865,0,,,,,,,,,,,,,,,,,,,,,2.0,
fed3a16b-c5a3-4a84-a111-32b7574e04b5,2022-10-02 10:50:32-04:00,2022-10-02,10:50:32,,27,0,27,0,8,4.979806226223028,0,,,,,,,,,,,,,,,,,,,,,4.0,
fed3a16b-c5a3-4a84-a111-32b7574e04b5,2022-10-02 15:41:22-04:00,2022-10-02,15:41:22,,15,0,15.66431713104248,0,7,4.596434011485904,0,,,,,,,,,,,,,,,,,,,,,0.0,
fed3a16b-c5a3-4a84-a111-32b7574e04b5,2022-10-02 16:42:49-04:00,2022-10-02,16:42:49,,9,0,9.17387580871582,3,1,5.232248971983103,8,,,,,,,,,,,,,,,,,,,,,2.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-03 00:22:23-04:00,2022-10-02,00:22:23,,11,0,27.254596710205078,0,8,3.155431096359878,16,,,,,,,,,,,,,,,,,,,,,3.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-01 19:54:28-04:00,2022-10-01,19:54:28,,10,0,10.565635681152344,0,7,5.678787478549452,22,,,,,,,,,,,,,,,,,,,,,2.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-02 17:59:12-04:00,2022-10-02,17:59:12,,10,0,10.666051864624023,0,5,3.843971719088066,0,,,,,,,,,,,,,,,,,,,,,1.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-02 19:45:30-04:00,2022-10-02,19:45:30,,30,0,45,0,25,3.953417383447232,0,,,,,,,,,,,,,,,,,,,,,3.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-01 22:44:10-04:00,2022-10-01,22:44:10,,10,0,6.173282146453857,0,0,6.965500544010936,0,,,,,,,,,,,,,,,,,,,,,1.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-02 19:45:30-04:00,2022-10-02,19:45:30,,30,0,45,0,25,3.953417383447232,0,,,,,,,,,,,,,,,,,,,,,3.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-02 10:50:58-04:00,2022-10-02,10:50:58,,16,0,23,1,11,4.147284151611175,0,,,,,,,,,,,,,,,,,,,,,1.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-02 00:53:29-04:00,2022-10-01,00:53:29,,44,0,43,0,34,5.632512444628223,0,,,,,,,,,,,,,,,,,,,,,2.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-02 13:11:58-04:00,2022-10-02,13:11:58,,14,0,27,0,16,3.102359660688065,0,,,,,,,,,,,,,,,,,,,,,3.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-02 00:14:16-04:00,2022-10-01,00:14:16,,11,0,9.640581130981445,0,0,4.149127652177057,0,,,,,,,,,,,,,,,,,,,,,1.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-01 23:25:33-04:00,2022-10-01,23:25:33,,17,0,20,0,4,4.305525100758247,0,,,,,,,,,,,,,,,,,,,,,2.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-01 13:35:14-04:00,2022-10-01,13:35:14,,12,0,12.440143585205078,0,2,5.144635171261886,5,,,,,,,,,,,,,,,,,,,,,2.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-01 19:54:28-04:00,2022-10-01,19:54:28,,10,0,10.565635681152344,0,7,5.678787478549452,22,,,,,,,,,,,,,,,,,,,,,2.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-09-30 17:22:24-04:00,2022-09-30,17:22:24,,9,0,9.664657592773438,0,3,4.3457309738050105,0,,,,,,,,,,,,,,,,,,,,,1.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-01 02:03:42-04:00,2022-09-30,02:03:42,,16,0,40,4,23,3.532043168501896,10,,,,,,,,,,,,,,,,,,,,,4.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-02 22:21:45-04:00,2022-10-02,22:21:45,,24,0,31,0,17,4.386259423119059,6,,,,,,,,,,,,,,,,,,,,,3.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-02 10:43:36-04:00,2022-10-02,10:43:36,,19,0,18.198869705200195,0,7,5.220104492478523,0,,,,,,,,,,,,,,,,,,,,,1.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-02 07:58:03-04:00,2022-10-02,07:58:03,,59,0,71,0,36,4.949952833747411,7,,,,,,,,,,,,,,,,,,,,,3.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-02 13:11:34-04:00,2022-10-02,13:11:34,,10,0,13.549341201782227,0,6,4.575868077231872,0,,,,,,,,,,,,,,,,,,,,,1.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-01 02:03:42-04:00,2022-09-30,02:03:42,,16,0,40,4,23,3.532043168501896,10,,,,,,,,,,,,,,,,,,,,,4.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-02 21:34:49-04:00,2022-10-02,21:34:49,,26,0,20.44051742553711,0,0,5.185778951134551,0,,,,,,,,,,,,,,,,,,,,,1.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-02 07:58:03-04:00,2022-10-02,07:58:03,,59,0,71,0,36,4.949952833747411,7,,,,,,,,,,,,,,,,,,,,,3.0,
64755242-4b1b-4ed6-86d3-4f48d695beab,2022-10-01 00:35:42-04:00,2022-09-30,00:35:42,,16,0,15.357195854187012,0,9,4.94882019149929,0,,,,,,,,,,,,,,,,,,,,,1.0,
aa51d1af-6023-460d-b6e3-4ee3d8e9d6bd,2022-10-01 23:34:21-04:00,2022-10-01,23:34:21,,97,11,80,0,19,5.86867621191186,10,,,,,,,,,,,,,,,,,,,,,9.0,
d77924dd-6dcf-4288-bb01-186fa08cfd0b,2022-10-02 23:52:45-04:00,2022-10-02,23:52:45,,10,0,9.991670608520508,0,3,2.910833775178801,0,,,,,,,,,,,,,,,,,,,,,1.0,
d77924dd-6dcf-4288-bb01-186fa08cfd0b,2022-10-02 15:28:03-04:00,2022-10-02,15:28:03,,17,0,12,0,0,6.039801235238544,0,,,,,,,,,,,,,,,,,,,,,2.0,
d77924dd-6dcf-4288-bb01-186fa08cfd0b,2022-10-02 10:55:57-04:00,2022-10-02,10:55:57,,12,0,10,0,1,2.6036616292763695,0,,,,,,,,,,,,,,,,,,,,,2.0,
d77924dd-6dcf-4288-bb01-186fa08cfd0b,2022-10-02 15:33:30-04:00,2022-10-02,15:33:30,,32,0,30,0,0,5.204655818880378,5,,,,,,,,,,,,,,,,,,,,,3.0,
d77924dd-6dcf-4288-bb01-186fa08cfd0b,2022-10-02 16:00:08-04:00,2022-10-02,16:00:08,,8,0,6.324405193328857,0,0,5.059764548723061,0,,,,,,,,,,,,,,,,,,,,,1.0,
d77924dd-6dcf-4288-bb01-186fa08cfd0b,2022-10-02 21:36:01-04:00,2022-10-02,21:36:01,,29,0,37.98497772216797,0,4,2.2262867622356706,5,,,,,,,,,,,,,,,,,,,,,2.0,
d77924dd-6dcf-4288-bb01-186fa08cfd0b,2022-10-02 23:07:39-04:00,2022-10-02,23:07:39,,22,0,20.080846786499023,0,6,4.332486616164802,5,,,,,,,,,,,,,,,,,,,,,2.0,
d77924dd-6dcf-4288-bb01-186fa08cfd0b,2022-10-02 22:45:51-04:00,2022-10-02,22:45:51,,9,0,10.933883666992188,0,0,3.9327287690184125,0,,,,,,,,,,,,,,,,,,,,,1.0,
d77924dd-6dcf-4288-bb01-186fa08cfd0b,2022-10-02 14:37:32-04:00,2022-10-02,14:37:32,,21,0,19.760591506958008,0,1,4.554519793795839,0,,,,,,,,,,,,,,,,,,,,,1.0,
d77924dd-6dcf-4288-bb01-186fa08cfd0b,2022-10-01 22:39:52-04:00,2022-10-01,22:39:52,,10,0,7,0,0,5.609167057143341,0,,,,,,,,,,,,,,,,,,,,,2.0,
d77924dd-6dcf-4288-bb01-186fa08cfd0b,2022-10-02 18:14:28-04:00,2022-10-02,18:14:28,,14,0,13,2,5,5.0207100591765474,11,,,,,,,,,,,,,,,,,,,,,3.0,
2f32cd19-e9c5-4aad-8999-6f4646169ab6,2022-10-02 07:15:57-04:00,2022-10-02,07:15:57,,35,2,61,0,10,2.832304204577191,22,,,,,,,,,,,,,,,,,,,,,6.0,
2f32cd19-e9c5-4aad-8999-6f4646169ab6,2022-10-02 07:18:17-04:00,2022-10-02,07:18:17,,38,2,59,0,3,3.1065761151344637,6,,,,,,,,,,,,,,,,,,,,,5.0,
ed16354a-961a-4e5e-83de-ce9a17b25a2f,2022-10-02 14:20:58-04:00,2022-10-02,14:20:58,,33,2,26,0,6,5.3616645508510015,27,,,,,,,,,,,,,,,,,,,,,5.0,
ed16354a-961a-4e5e-83de-ce9a17b25a2f,2022-10-01 22:08:33-04:00,2022-10-01,22:08:33,,21,0,26,8,10,4.420161309975073,0,,,,,,,,,,,,,,,,,,,,,6.0,
ed16354a-961a-4e5e-83de-ce9a17b25a2f,2022-10-02 21:37:12-04:00,2022-10-02,21:37:12,,27,1,20,1,6,5.651749597304928,0,,,,,,,,,,,,,,,,,,,,,5.0,
ed16354a-961a-4e5e-83de-ce9a17b25a2f,2022-10-02 21:17:17-04:00,2022-10-02,21:17:17,,52,7,74.21334075927734,0,19,3.7324829578756153,0,,,,,,,,,,,,,,,,,,,,,1.0,
1e7aef96-16cc-43f8-95d4-e3bc582eb6d3,2022-10-01 22:12:55-04:00,2022-10-01,22:12:55,,21,2,24,0,3,3.9106922318122983,0,,,,,,,,,,,,,,,,,,,,,2.0,
ea3e9fa2-5a64-431c-be25-3ff532f0445f,2022-10-02 15:14:11-04:00,2022-10-02,15:14:11,,28,0,45,0,36,4.3154935768426474,0,,,,,,,,,,,,,,,,,,,,,3.0,
ea3e9fa2-5a64-431c-be25-3ff532f0445f,2022-10-02 16:47:05-04:00,2022-10-02,16:47:05,,16,0,25,0,11,4.1149811557860545,0,,,,,,,,,,,,,,,,,,,,,4.0,
ea3e9fa2-5a64-431c-be25-3ff532f0445f,2022-10-02 00:36:23-04:00,2022-10-01,00:36:23,,13,0,19,0,15,4.800633474898245,31,,,,,,,,,,,,,,,,,,,,,4.0,
ea3e9fa2-5a64-431c-be25-3ff532f0445f,2022-10-02 15:54:37-04:00,2022-10-02,15:54:37,,27,0,32.38164520263672,0,26,5.4351780566088514,0,,,,,,,,,,,,,,,,,,,,,1.0,
ea3e9fa2-5a64-431c-be25-3ff532f0445f,2022-10-02 13:56:41-04:00,2022-10-02,13:56:41,,13,0,9.149707794189453,0,1,6.229706889198577,0,,,,,,,,,,,,,,,,,,,,,1.0,
a9de00be-460d-4b74-bed3-bf013fe2052a,2022-10-03 00:26:03-04:00,2022-10-02,00:26:03,,65,11,80,1,12,3.8426784942595185,6,,,,,,,,,,,,,,,,,,,,,6.0,
4e23e056-0fa5-4c1d-accd-46ef6ada0810,2022-10-02 06:34:46-04:00,2022-10-02,06:34:46,,20,2,45,0,3,2.91411459213386,0,,,,,,,,,,,,,,,,,,,,,7.0,
98cb45a7-4057-4e81-b1d7-e7aede5e106e,2022-10-02 22:05:18-04:00,2022-10-02,22:05:18,,87,22,137.60459899902344,1,47,2.9749338084417816,117,,,,,,,,,,,,,,,,,,,,,11.0,
98cb45a7-4057-4e81-b1d7-e7aede5e106e,2022-10-02 11:42:20-04:00,2022-10-02,11:42:20,,20,0,47,0,29,2.79630717725486,6,,,,,,,,,,,,,,,,,,,,,4.0,
98cb45a7-4057-4e81-b1d7-e7aede5e106e,2022-10-02 13:12:22-04:00,2022-10-02,13:12:22,,14,4,19,0,1,2.9076887529159636,0,,,,,,,,,,,,,,,,,,,,,3.0,
98cb45a7-4057-4e81-b1d7-e7aede5e106e,2022-10-02 20:03:04-04:00,2022-10-02,20:03:04,,11,2,7.356025218963623,0,4,5.029890065061759,0,,,,,,,,,,,,,,,,,,,,,1.0,
98cb45a7-4057-4e81-b1d7-e7aede5e106e,2022-10-02 20:03:04-04:00,2022-10-02,20:03:04,,11,2,7.356025218963623,0,4,5.029890065061759,0,,,,,,,,,,,,,,,,,,,,,1.0,
98cb45a7-4057-4e81-b1d7-e7aede5e106e,2022-10-02 17:36:56-04:00,2022-10-02,17:36:56,,26,6,44.188629150390625,0,12,3.1229752963573905,0,,,,,,,,,,,,,,,,,,,,,1.0,
98cb45a7-4057-4e81-b1d7-e7aede5e106e,2022-10-01 23:11:53-04:00,2022-10-01,23:11:53,,13,3,19,0,24,3.7417905918621845,0,,,,,,,,,,,,,,,,,,,,,3.0,
98cb45a7-4057-4e81-b1d7-e7aede5e106e,2022-10-02 18:37:54-04:00,2022-10-02,18:37:54,,15,3,24,0,8,3.4884423269418607,0,,,,,,,,,,,,,,,,,,,,,2.0,
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-01 14:23:11-04:00,2022-10-01,14:23:11,,29,6,27.23584747314453,0,10,6.535504436864911,0,,,,,,,,,,,,,,,,,,,,,1.0,
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-09-30 14:12:43-04:00,2022-09-30,14:12:43,,42,3,38.5432014465332,0,13,5.552211130290912,0,,,,,,,,,,,,,,,,,,,,,1.0,
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-01 11:12:10-04:00,2022-10-01,11:12:10,,12,5,14,0,6,5.001484515994928,0,,,,,,,,,,,,,,,,,,,,,2.0,
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-01 13:53:24-04:00,2022-10-01,13:53:24,,81,17,103.13721466064453,0,56,4.6733859158739826,0,,,,,,,,,,,,,,,,,,,,,1.0,
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-09-30 21:35:34-04:00,2022-09-30,21:35:34,,18,2,22,0,11,5.091847718248302,0,,,,,,,,,,,,,,,,,,,,,3.0,
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-01 10:11:24-04:00,2022-10-01,10:11:24,,8,3,10.281266212463379,0,2,4.960478582427186,0,,,,,,,,,,,,,,,,,,,,,1.0,
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-09-30 21:35:34-04:00,2022-09-30,21:35:34,,18,2,22,0,11,5.091847718248302,0,,,,,,,,,,,,,,,,,,,,,3.0,
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-01 14:23:11-04:00,2022-10-01,14:23:11,,29,6,27.23584747314453,0,10,6.535504436864911,0,,,,,,,,,,,,,,,,,,,,,1.0,
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-01 10:11:24-04:00,2022-10-01,10:11:24,,8,3,10.281266212463379,0,2,4.960478582427186,0,,,,,,,,,,,,,,,,,,,,,1.0,
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-01 11:12:10-04:00,2022-10-01,11:12:10,,12,5,14,0,6,5.001484515994928,0,,,,,,,,,,,,,,,,,,,,,2.0,
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-01 15:14:54-04:00,2022-10-01,15:14:54,,9,1,13,0,8,4.767207305507236,0,,,,,,,,,,,,,,,,,,,,,3.0,
5e509967-0d3b-4fe1-a275-231ba42473d5,2022-10-01 15:14:54-04:00,2022-10-01,15:14:54,,9,1,13,0,8,4.767207305507236,0,,,,,,,,,,,,,,,,,,,,,3.0,
6b827de8-fe47-4007-aad3-202655b954e3,2022-09-30 22:48:21-04:00,2022-09-30,22:48:21,,26,0,37,1,20,4.230435184695299,0,,,,,,,,,,,,,,,,,,,,,3.0,
6b827de8-fe47-4007-aad3-202655b954e3,2022-09-30 22:48:21-04:00,2022-09-30,22:48:21,,26,0,37,1,20,4.230435184695299,0,,,,,,,,,,,,,,,,,,,,,3.0,
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-01 13:33:24-04:00,2022-10-01,13:33:24,,9,3,12.286110877990723,0,6,4.883563236570905,0,,,,,,,,,,,,,,,,,,,,,1.0,
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-01 15:00:05-04:00,2022-10-01,15:00:05,,9,0,10.883923530578613,0,17,5.97211079385158,0,,,,,,,,,,,,,,,,,,,,,1.0,
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-02 01:58:15-04:00,2022-10-01,01:58:15,,8,1,9,0,2,4.145753780273637,12,,,,,,,,,,,,,,,,,,,,,5.0,
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-01 09:50:15-04:00,2022-10-01,09:50:15,,11,2,13,0,2,4.63062583052149,0,,,,,,,,,,,,,,,,,,,,,3.0,
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-01 23:02:04-04:00,2022-10-01,23:02:04,,11,0,11.184093475341797,0,7,5.454174960812652,0,,,,,,,,,,,,,,,,,,,,,1.0,
14b58072-ae3b-491e-a8ca-207f0d27ccf6,2022-10-01 23:07:13-04:00,2022-10-01,23:07:13,,19,9,17.499950408935547,0,0,5.028585221262319,0,,,,,,,,,,,,,,,,,,,,,1.0,
852b45ca-f506-42b2-b5bd-2b0072b1b28b,2022-10-01 00:09:33-04:00,2022-09-30,00:09:33,,28,5,22.26624298095703,0,1,5.479145814645891,0,,,,,,,,,,,,,,,,,,,,,1.0,
852b45ca-f506-42b2-b5bd-2b0072b1b28b,2022-10-01 20:53:07-04:00,2022-10-01,20:53:07,,20,1,20,0,10,4.523244060138172,0,,,,,,,,,,,,,,,,,,,,,4.0,
852b45ca-f506-42b2-b5bd-2b0072b1b28b,2022-10-01 22:31:25-04:00,2022-10-01,22:31:25,,41,6,41,0,9,4.42268199625458,6,,,,,,,,,,,,,,,,,,,,,4.0,
76acef3c-d659-4fdd-b258-3668a1597584,2022-10-01 23:44:59-04:00,2022-10-01,23:44:59,,28,4,48,0,11,3.3618915507481546,0,,,,,,,,,,,,,,,,,,,,,3.0,
76acef3c-d659-4fdd-b258-3668a1597584,2022-10-01 01:31:44-04:00,2022-09-30,01:31:44,,28,1,36,0,9,3.6076369023418073,0,,,,,,,,,,,,,,,,,,,,,3.0,
76acef3c-d659-4fdd-b258-3668a1597584,2022-10-01 19:36:06-04:00,2022-10-01,19:36:06,,56,6,92,2,41,3.167780120046295,46,,,,,,,,,,,,,,,,,,,,,10.0,
76acef3c-d659-4fdd-b258-3668a1597584,2022-10-01 22:22:41-04:00,2022-10-01,22:22:41,,43,6,50,0,6,4.176664853704957,0,,,,,,,,,,,,,,,,,,,,,2.0,
76acef3c-d659-4fdd-b258-3668a1597584,2022-10-01 04:09:42-04:00,2022-10-01,04:09:42,,26,5,32,0,6,3.6325880100820784,0,,,,,,,,,,,,,,,,,,,,,3.0,
76acef3c-d659-4fdd-b258-3668a1597584,2022-10-01 17:11:03-04:00,2022-10-01,17:11:03,,29,4,30,0,1,4.366804139775441,11,,,,,,,,,,,,,,,,,,,,,6.0,
76acef3c-d659-4fdd-b258-3668a1597584,2022-10-01 05:29:29-04:00,2022-10-01,05:29:29,,23,4,26,0,1,3.9734206289118794,0,,,,,,,,,,,,,,,,,,,,,3.0,
76acef3c-d659-4fdd-b258-3668a1597584,2022-10-01 17:43:44-04:00,2022-10-01,17:43:44,,26,5,31,0,7,4.07589959242965,5,,,,,,,,,,,,,,,,,,,,,4.0,
76acef3c-d659-4fdd-b258-3668a1597584,2022-10-01 05:25:49-04:00,2022-10-01,05:25:49,,56,12,81,0,24,3.361242317123099,20,,,,,,,,,,,,,,,,,,,,,4.0,
38bcd1b2-f8bc-48ee-bff2-5bca24012983,2022-10-01 10:19:45-04:00,2022-10-01,10:19:45,,14,2,13.589404106140137,0,8,4.530475618242306,0,,,,,,,,,,,,,,,,,,,,,1.0,
38bcd1b2-f8bc-48ee-bff2-5bca24012983,2022-10-01 11:35:01-04:00,2022-10-01,11:35:01,,15,2,12,0,4,5.182887612829251,7,,,,,,,,,,,,,,,,,,,,,3.0,
3bb57dd9-1d69-471c-b769-b3323748bb9f,2022-10-01 17:05:20-04:00,2022-10-01,17:05:20,,67,21,90.9112777709961,0,30,4.630888590083062,53,,,,,,,,,,,,,,,,,,,,,4.0,
3bb57dd9-1d69-471c-b769-b3323748bb9f,2022-10-01 12:24:35-04:00,2022-10-01,12:24:35,,17,7,14.284404754638672,0,3,6.650609528370741,0,,,,,,,,,,,,,,,,,,,,,1.0,
3bb57dd9-1d69-471c-b769-b3323748bb9f,2022-10-01 13:20:22-04:00,2022-10-01,13:20:22,,17,3,18.155603408813477,0,4,5.8384180354707516,0,,,,,,,,,,,,,,,,,,,,,1.0,
3bb57dd9-1d69-471c-b769-b3323748bb9f,2022-10-01 17:59:12-04:00,2022-10-01,17:59:12,,8,4,5.721221923828125,0,0,6.991513351526998,0,,,,,,,,,,,,,,,,,,,,,1.0,
3bb57dd9-1d69-471c-b769-b3323748bb9f,2022-10-01 00:10:10-04:00,2022-09-30,00:10:10,,30,2,35,0,26,4.75240613355353,0,,,,,,,,,,,,,,,,,,,,,3.0,
43adea65-466c-4891-8bd9-301c4d6560c8,2022-10-01 11:48:45-04:00,2022-10-01,11:48:45,,20,1,18,11,6,6.445526762502208,0,,,,,,,,,,,,,,,,,,,,,9.0,
43adea65-466c-4891-8bd9-301c4d6560c8,2022-10-01 18:34:17-04:00,2022-10-01,18:34:17,,79,14,82,5,46,5.761943738943175,19,,,,,,,,,,,,,,,,,,,,,4.0,
43adea65-466c-4891-8bd9-301c4d6560c8,2022-10-01 11:48:44-04:00,2022-10-01,11:48:44,,20,1,18,11,6,6.445526762502208,0,,,,,,,,,,,,,,,,,,,,,9.0,
43adea65-466c-4891-8bd9-301c4d6560c8,2022-09-30 15:20:41-04:00,2022-09-30,15:20:41,,34,5,24,0,7,6.398895072094011,7,,,,,,,,,,,,,,,,,,,,,3.0,
43adea65-466c-4891-8bd9-301c4d6560c8,2022-10-01 11:48:45-04:00,2022-10-01,11:48:45,,20,1,18,11,6,6.445526762502208,0,,,,,,,,,,,,,,,,,,,,,9.0,
43adea65-466c-4891-8bd9-301c4d6560c8,2022-09-30 15:20:42-04:00,2022-09-30,15:20:42,,34,5,24,0,7,6.398895072094011,7,,,,,,,,,,,,,,,,,,,,,3.0,
43adea65-466c-4891-8bd9-301c4d6560c8,2022-10-01 18:34:17-04:00,2022-10-01,18:34:17,,79,14,82,5,46,5.761943738943175,19,,,,,,,,,,,,,,,,,,,,,4.0,
43adea65-466c-4891-8bd9-301c4d6560c8,2022-10-01 20:20:10-04:00,2022-10-01,20:20:10,,48,5,45,0,22,5.18616214797107,0,,,,,,,,,,,,,,,,,,,,,4.0,
43adea65-466c-4891-8bd9-301c4d6560c8,2022-10-01 11:48:45-04:00,2022-10-01,11:48:45,,20,1,18,11,6,6.445526762502208,0,,,,,,,,,,,,,,,,,,,,,9.0,
43adea65-466c-4891-8bd9-301c4d6560c8,2022-10-01 20:20:11-04:00,2022-10-01,20:20:11,,48,5,45,0,22,5.18616214797107,0,,,,,,,,,,,,,,,,,,,,,4.0,
8a5a92f3-472a-4a39-bfd8-f43f60fdcd27,2022-09-30 02:01:40-04:00,2022-09-29,02:01:40,,9,0,25,0,10,2.3207398398035948,0,,,,,,,,,,,,,,,,,,,,,4.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-01 13:29:36-04:00,2022-10-01,13:29:36,,147,28,158,0,42,4.171614455186624,58,,,,,,,,,,,,,,,,,,,,,5.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-01 18:26:05-04:00,2022-10-01,18:26:05,,48,18,61.99095153808594,0,32,4.016714954367291,0,,,,,,,,,,,,,,,,,,,,,1.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-01 18:16:25-04:00,2022-10-01,18:16:25,,93,20,104,1,22,4.435015901104517,0,,,,,,,,,,,,,,,,,,,,,3.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-01 11:11:30-04:00,2022-10-01,11:11:30,,75,9,136.73458862304688,0,59,2.416733413843515,26,,,,,,,,,,,,,,,,,,,,,3.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-01 16:53:45-04:00,2022-10-01,16:53:45,,57,21,69.84883117675781,0,20,4.40952312111432,7,,,,,,,,,,,,,,,,,,,,,2.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-01 22:24:25-04:00,2022-10-01,22:24:25,,137,8,234,0,57,2.235315660047481,40,,,,,,,,,,,,,,,,,,,,,8.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-01 11:22:33-04:00,2022-10-01,11:22:33,,38,7,55,0,24,2.937016873787188,8,,,,,,,,,,,,,,,,,,,,,3.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-01 14:06:22-04:00,2022-10-01,14:06:22,,38,9,35,1,12,4.816804656016367,18,,,,,,,,,,,,,,,,,,,,,6.0,
a33e1d38-6ee8-4da6-993b-a94a8ae7fc30,2022-10-01 21:38:56-04:00,2022-10-01,21:38:56,,43,17,58,0,17,3.8612889106113384,0,,,,,,,,,,,,,,,,,,,,,2.0,
3b692f4d-2f21-4869-b87f-c134c918e18f,2022-09-30 14:22:49-04:00,2022-09-30,14:22:49,,43,3,27,1,7,7.063562442763724,0,,,,,,,,,,,,,,,,,,,,,2.0,
d11241a0-932e-4931-83ee-f3d28f66875f,2022-10-01 20:31:27-04:00,2022-10-01,20:31:27,,8,0,16,0,9,3.5795383564844525,0,,,,,,,,,,,,,,,,,,,,,2.0,
